taking medicine with Kevin on the 4th from 3pm to 4pm	schedule ( title = taking medicine with Kevin ; date = 4th ; start-time = 3pm ; end-time = 4pm )
schedule next Sunday breakfast with Noah from 6am to 8am	schedule ( title = breakfast with Noah ; date = next Sunday ; start-time = 6am ; end-time = 8am )
schedule this Sunday conference with Noah from 12am to 2am	schedule ( title = conference with Noah ; date = this Sunday ; start-time = 12am ; end-time = 2am )
schedule next Tuesday optometrist appointment with Gary from 10pm to 12pm	schedule ( title = optometrist appointment with Gary ; date = next Tuesday ; start-time = 10pm ; end-time = 12pm )
schedule this Saturday talk with Amelia from 10am to 12am	schedule ( title = talk with Amelia ; date = this Saturday ; start-time = 10am ; end-time = 12am )
schedule next Saturday meeting with Mary from 9am to 11am	schedule ( title = meeting with Mary ; date = next Saturday ; start-time = 9am ; end-time = 11am )
schedule next Monday lunch with Jessica from 1am to 3am	schedule ( title = lunch with Jessica ; date = next Monday ; start-time = 1am ; end-time = 3am )
schedule next Sunday trip with Kevin from 12pm to 2pm	schedule ( title = trip with Kevin ; date = next Sunday ; start-time = 12pm ; end-time = 2pm )
schedule next Sunday interview with Amelia from 9am to 11am	schedule ( title = interview with Amelia ; date = next Sunday ; start-time = 9am ; end-time = 11am )
schedule this Friday optometrist appointment with Linda from 10pm to 12pm	schedule ( title = optometrist appointment with Linda ; date = this Friday ; start-time = 10pm ; end-time = 12pm )
schedule next Friday meeting with Lisa from 6pm to 8pm	schedule ( title = meeting with Lisa ; date = next Friday ; start-time = 6pm ; end-time = 8pm )
schedule this Tuesday optometrist appointment with Gary from 4am to 6am	schedule ( title = optometrist appointment with Gary ; date = this Tuesday ; start-time = 4am ; end-time = 6am )
schedule next Wednesday breakfast with Barbara from 4pm to 6pm	schedule ( title = breakfast with Barbara ; date = next Wednesday ; start-time = 4pm ; end-time = 6pm )
schedule next Friday lunch with Alice from 8am to 10am	schedule ( title = lunch with Alice ; date = next Friday ; start-time = 8am ; end-time = 10am )
schedule next Friday dentist appointment with Emma from 10pm to 12pm	schedule ( title = dentist appointment with Emma ; date = next Friday ; start-time = 10pm ; end-time = 12pm )
schedule this Wednesday lunch with Robert from 5pm to 7pm	schedule ( title = lunch with Robert ; date = this Wednesday ; start-time = 5pm ; end-time = 7pm )
schedule this Sunday meeting with Lisa from 8am to 10am	schedule ( title = meeting with Lisa ; date = this Sunday ; start-time = 8am ; end-time = 10am )
schedule next Wednesday football activities with Jacob from 6pm to 8pm	schedule ( title = football activities with Jacob ; date = next Wednesday ; start-time = 6pm ; end-time = 8pm )
schedule this Saturday talk with Emma from 4am to 6am	schedule ( title = talk with Emma ; date = this Saturday ; start-time = 4am ; end-time = 6am )
schedule this Wednesday meeting with Benjamin from 6pm to 8pm	schedule ( title = meeting with Benjamin ; date = this Wednesday ; start-time = 6pm ; end-time = 8pm )
schedule next Sunday meeting with James from 6pm to 8pm	schedule ( title = meeting with James ; date = next Sunday ; start-time = 6pm ; end-time = 8pm )
schedule next Wednesday dentist appointment with Elijah from 6pm to 8pm	schedule ( title = dentist appointment with Elijah ; date = next Wednesday ; start-time = 6pm ; end-time = 8pm )
schedule next Monday meeting with Noah from 4am to 6am	schedule ( title = meeting with Noah ; date = next Monday ; start-time = 4am ; end-time = 6am )
schedule next Saturday lunch with Ashley from 7pm to 9pm	schedule ( title = lunch with Ashley ; date = next Saturday ; start-time = 7pm ; end-time = 9pm )
schedule this Saturday dinner with Evelyn from 4am to 6am	schedule ( title = dinner with Evelyn ; date = this Saturday ; start-time = 4am ; end-time = 6am )
schedule this Sunday optometrist appointment with Robert from 10am to 12am	schedule ( title = optometrist appointment with Robert ; date = this Sunday ; start-time = 10am ; end-time = 12am )
schedule this Sunday football activities with William from 9pm to 11pm	schedule ( title = football activities with William ; date = this Sunday ; start-time = 9pm ; end-time = 11pm )
schedule next Wednesday meeting with Elizabeth from 5pm to 7pm	schedule ( title = meeting with Elizabeth ; date = next Wednesday ; start-time = 5pm ; end-time = 7pm )
schedule next Monday lunch with Harper from 2am to 4am	schedule ( title = lunch with Harper ; date = next Monday ; start-time = 2am ; end-time = 4am )
schedule this Saturday lunch with Scott from 4pm to 6pm	schedule ( title = lunch with Scott ; date = this Saturday ; start-time = 4pm ; end-time = 6pm )
schedule this Wednesday interview with Timothy from 1am to 3am	schedule ( title = interview with Timothy ; date = this Wednesday ; start-time = 1am ; end-time = 3am )
schedule next Monday breakfast with Emily from 9pm to 11pm	schedule ( title = breakfast with Emily ; date = next Monday ; start-time = 9pm ; end-time = 11pm )
schedule next Wednesday meeting with George from 10pm to 12pm	schedule ( title = meeting with George ; date = next Wednesday ; start-time = 10pm ; end-time = 12pm )
schedule next Thursday conference with Jennifer from 11am to 13am	schedule ( title = conference with Jennifer ; date = next Thursday ; start-time = 11am ; end-time = 13am )
schedule next Saturday football activities with Elizabeth from 3am to 5am	schedule ( title = football activities with Elizabeth ; date = next Saturday ; start-time = 3am ; end-time = 5am )
schedule next Thursday taking medicine with Mia from 4pm to 6pm	schedule ( title = taking medicine with Mia ; date = next Thursday ; start-time = 4pm ; end-time = 6pm )
schedule this Friday dinner with Gary from 12am to 2am	schedule ( title = dinner with Gary ; date = this Friday ; start-time = 12am ; end-time = 2am )
schedule this Sunday breakfast with Isabella from 11am to 13am	schedule ( title = breakfast with Isabella ; date = this Sunday ; start-time = 11am ; end-time = 13am )
schedule next Sunday talk with Benjamin from 9pm to 11pm	schedule ( title = talk with Benjamin ; date = next Sunday ; start-time = 9pm ; end-time = 11pm )
schedule next Friday conference with Mary from 5am to 7am	schedule ( title = conference with Mary ; date = next Friday ; start-time = 5am ; end-time = 7am )
schedule next Friday lab appointment with Emma from 6pm to 8pm	schedule ( title = lab appointment with Emma ; date = next Friday ; start-time = 6pm ; end-time = 8pm )
schedule next Sunday conference with Jennifer from 11pm to 13pm	schedule ( title = conference with Jennifer ; date = next Sunday ; start-time = 11pm ; end-time = 13pm )
schedule this Sunday trip with George from 2pm to 4pm	schedule ( title = trip with George ; date = this Sunday ; start-time = 2pm ; end-time = 4pm )
schedule next Monday optometrist appointment with William from 5pm to 7pm	schedule ( title = optometrist appointment with William ; date = next Monday ; start-time = 5pm ; end-time = 7pm )
schedule this Wednesday dinner with Elizabeth from 9am to 11am	schedule ( title = dinner with Elizabeth ; date = this Wednesday ; start-time = 9am ; end-time = 11am )
schedule this Friday dentist appointment with Barbara from 10am to 12am	schedule ( title = dentist appointment with Barbara ; date = this Friday ; start-time = 10am ; end-time = 12am )
schedule next Wednesday trip with William from 2pm to 4pm	schedule ( title = trip with William ; date = next Wednesday ; start-time = 2pm ; end-time = 4pm )
schedule next Friday football activities with Liam from 2pm to 4pm	schedule ( title = football activities with Liam ; date = next Friday ; start-time = 2pm ; end-time = 4pm )
schedule next Saturday meeting with Benjamin from 12am to 2am	schedule ( title = meeting with Benjamin ; date = next Saturday ; start-time = 12am ; end-time = 2am )
schedule this Friday zoom with Sophia from 1pm to 3pm	schedule ( title = zoom with Sophia ; date = this Friday ; start-time = 1pm ; end-time = 3pm )
schedule next Wednesday football activities with Lucas from 7am to 9am	schedule ( title = football activities with Lucas ; date = next Wednesday ; start-time = 7am ; end-time = 9am )
schedule this Tuesday interview with Elizabeth from 12pm to 2pm	schedule ( title = interview with Elizabeth ; date = this Tuesday ; start-time = 12pm ; end-time = 2pm )
schedule next Friday meeting with David from 7am to 9am	schedule ( title = meeting with David ; date = next Friday ; start-time = 7am ; end-time = 9am )
schedule this Saturday interview with Lucas from 5am to 7am	schedule ( title = interview with Lucas ; date = this Saturday ; start-time = 5am ; end-time = 7am )
schedule next Friday conference with Jeffrey from 11pm to 13pm	schedule ( title = conference with Jeffrey ; date = next Friday ; start-time = 11pm ; end-time = 13pm )
schedule this Tuesday dentist appointment with sister from 11pm to 13pm	schedule ( title = dentist appointment with sister ; date = this Tuesday ; start-time = 11pm ; end-time = 13pm )
schedule next Saturday dentist appointment with Gary from 12am to 2am	schedule ( title = dentist appointment with Gary ; date = next Saturday ; start-time = 12am ; end-time = 2am )
schedule this Sunday flight with David from 1am to 3am	schedule ( title = flight with David ; date = this Sunday ; start-time = 1am ; end-time = 3am )
schedule this Saturday trip with Richard from 7pm to 9pm	schedule ( title = trip with Richard ; date = this Saturday ; start-time = 7pm ; end-time = 9pm )
schedule this Saturday dinner with Alexander from 12am to 2am	schedule ( title = dinner with Alexander ; date = this Saturday ; start-time = 12am ; end-time = 2am )
schedule next Tuesday talk with Liam from 7am to 9am	schedule ( title = talk with Liam ; date = next Tuesday ; start-time = 7am ; end-time = 9am )
schedule next Friday flight with Liam from 4am to 6am	schedule ( title = flight with Liam ; date = next Friday ; start-time = 4am ; end-time = 6am )
schedule next Monday meeting with Ava from 3pm to 5pm	schedule ( title = meeting with Ava ; date = next Monday ; start-time = 3pm ; end-time = 5pm )
schedule this Monday playing football with Elijah from 2am to 4am	schedule ( title = playing football with Elijah ; date = this Monday ; start-time = 2am ; end-time = 4am )
schedule this Friday football activities with Alice from 11pm to 13pm	schedule ( title = football activities with Alice ; date = this Friday ; start-time = 11pm ; end-time = 13pm )
schedule this Thursday yoga activity with Linda from 2am to 4am	schedule ( title = yoga activity with Linda ; date = this Thursday ; start-time = 2am ; end-time = 4am )
schedule next Wednesday meeting with sister from 1pm to 3pm	schedule ( title = meeting with sister ; date = next Wednesday ; start-time = 1pm ; end-time = 3pm )
schedule next Friday football activities with Jeffrey from 4pm to 6pm	schedule ( title = football activities with Jeffrey ; date = next Friday ; start-time = 4pm ; end-time = 6pm )
schedule next Wednesday meeting with Isabella from 4pm to 6pm	schedule ( title = meeting with Isabella ; date = next Wednesday ; start-time = 4pm ; end-time = 6pm )
schedule this Monday dinner with Linda from 9pm to 11pm	schedule ( title = dinner with Linda ; date = this Monday ; start-time = 9pm ; end-time = 11pm )
schedule next Friday conference with sister from 7am to 9am	schedule ( title = conference with sister ; date = next Friday ; start-time = 7am ; end-time = 9am )
schedule next Monday taking medicine with Scott from 6am to 8am	schedule ( title = taking medicine with Scott ; date = next Monday ; start-time = 6am ; end-time = 8am )
schedule next Tuesday lunch with William from 5am to 7am	schedule ( title = lunch with William ; date = next Tuesday ; start-time = 5am ; end-time = 7am )
schedule this Tuesday optometrist appointment with William from 7am to 9am	schedule ( title = optometrist appointment with William ; date = this Tuesday ; start-time = 7am ; end-time = 9am )
schedule next Friday football activities with Henry from 3pm to 5pm	schedule ( title = football activities with Henry ; date = next Friday ; start-time = 3pm ; end-time = 5pm )
schedule this Tuesday meeting with Sarah from 5am to 7am	schedule ( title = meeting with Sarah ; date = this Tuesday ; start-time = 5am ; end-time = 7am )
schedule next Thursday trip with Linda from 10am to 12am	schedule ( title = trip with Linda ; date = next Thursday ; start-time = 10am ; end-time = 12am )
schedule next Sunday yoga activity with Alexander from 2am to 4am	schedule ( title = yoga activity with Alexander ; date = next Sunday ; start-time = 2am ; end-time = 4am )
schedule next Monday optometrist appointment with Alexander from 9am to 11am	schedule ( title = optometrist appointment with Alexander ; date = next Monday ; start-time = 9am ; end-time = 11am )
schedule this Friday optometrist appointment with Robert from 4am to 6am	schedule ( title = optometrist appointment with Robert ; date = this Friday ; start-time = 4am ; end-time = 6am )
schedule this Wednesday yoga activity with Emma from 9pm to 11pm	schedule ( title = yoga activity with Emma ; date = this Wednesday ; start-time = 9pm ; end-time = 11pm )
schedule next Saturday zoom with Sophia from 6am to 8am	schedule ( title = zoom with Sophia ; date = next Saturday ; start-time = 6am ; end-time = 8am )
schedule next Sunday optometrist appointment with Brian from 5pm to 7pm	schedule ( title = optometrist appointment with Brian ; date = next Sunday ; start-time = 5pm ; end-time = 7pm )
schedule this Thursday dinner with Mary from 5pm to 7pm	schedule ( title = dinner with Mary ; date = this Thursday ; start-time = 5pm ; end-time = 7pm )
schedule this Tuesday lunch with Mary from 3am to 5am	schedule ( title = lunch with Mary ; date = this Tuesday ; start-time = 3am ; end-time = 5am )
